title$summary$tag$affiliation$summary_zh$tag_zh$url
RelPose++: Recovering 6D Poses from Sparse-view Observations$  We address the task of estimating 6D camera poses from sparse-view image sets(2-8 images). This task is a vital pre-processing stage for nearly allcontemporary (neural) reconstruction algorithms but remains challenging givensparse views, especially for objects with visual symmetries and texture-lesssurfaces. We build on the recent RelPose framework which learns a network thatinfers distributions over relative rotations over image pairs. We extend thisapproach in two key ways; first, we use attentional transformer layers toprocess multiple images jointly, since additional views of an object mayresolve ambiguous symmetries in any given image pair (such as the handle of amug that becomes visible in a third view). Second, we augment this network toalso report camera translations by defining an appropriate coordinate systemthat decouples the ambiguity in rotation estimation from translationprediction. Our final system results in large improvements in 6D poseprediction over prior art on both seen and unseen object categories and alsoenables pose estimation and 3D reconstruction for in-the-wild objects.$6D camera pose recovery, sparse-view, attention mechanism, transformer network$Carnegie Mellon University$文章提出了一个名为RelPose++的框架，可以从稀疏输入图像中恢复相应的6D相机旋转和平移。使用注意力转换网络处理多个图像，解决旋转估计中的歧义问题，还能够实现在野外对象的姿态估计和3D重建。$6D相机姿态恢复，稀疏视图，注意力机制，转换网络$http://arxiv.org/pdf/2305.04926v1
VCGAN: Video Colorization with Hybrid Generative Adversarial Network$  We propose a hybrid recurrent Video Colorization with Hybrid GenerativeAdversarial Network (VCGAN), an improved approach to video colorization usingend-to-end learning. The VCGAN addresses two prevalent issues in the videocolorization domain: Temporal consistency and unification of colorizationnetwork and refinement network into a single architecture. To enhancecolorization quality and spatiotemporal consistency, the mainstream ofgenerator in VCGAN is assisted by two additional networks, i.e., global featureextractor and placeholder feature extractor, respectively. The global featureextractor encodes the global semantics of grayscale input to enhancecolorization quality, whereas the placeholder feature extractor acts as afeedback connection to encode the semantics of the previous colorized frame inorder to maintain spatiotemporal consistency. If changing the input forplaceholder feature extractor as grayscale input, the hybrid VCGAN also has thepotential to perform image colorization. To improve the consistency of farframes, we propose a dense long-term loss that smooths the temporal disparityof every two remote frames. Trained with colorization and temporal lossesjointly, VCGAN strikes a good balance between color vividness and videocontinuity. Experimental results demonstrate that VCGAN produces higher-qualityand temporally more consistent colorful videos than existing approaches.$$$$$http://arxiv.org/pdf/2104.12357v2
Robust Pose Transfer with Dynamic Details using Neural Video Rendering$  Pose transfer of human videos aims to generate a high fidelity video of atarget person imitating actions of a source person. A few studies have madegreat progress either through image translation with deep latent features orneural rendering with explicit 3D features. However, both of them rely on largeamounts of training data to generate realistic results, and the performancedegrades on more accessible internet videos due to insufficient trainingframes. In this paper, we demonstrate that the dynamic details can be preservedeven trained from short monocular videos. Overall, we propose a neural videorendering framework coupled with an image-translation-based dynamic detailsgeneration network (D2G-Net), which fully utilizes both the stability ofexplicit 3D features and the capacity of learning components. To be specific, anovel texture representation is presented to encode both the static andpose-varying appearance characteristics, which is then mapped to the imagespace and rendered as a detail-rich frame in the neural rendering stage.Moreover, we introduce a concise temporal loss in the training stage tosuppress the detail flickering that is made more visible due to high-qualitydynamic details generated by our method. Through extensive comparisons, wedemonstrate that our neural human video renderer is capable of achieving bothclearer dynamic details and more robust performance even on accessible shortvideos with only 2k - 4k frames.$$$人体视频合成，姿态迁移，动态细节生成，深度生成模型，神经渲染$作者机构: Beijing Key Laboratory of Mobile Computing and Pervasive Device, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; University of Chinese Academy of Sciences, Beijing, China; Xverse; Tencent; School of Computer Science and Informatics, Cardiff University, Wales, UK$http://arxiv.org/pdf/2106.14132v3
TPC: Transformation-Specific Smoothing for Point Cloud Models$"  Point cloud models with neural network architectures have achieved greatsuccess and have been widely used in safety-critical applications, such asLidar-based recognition systems in autonomous vehicles. However, such modelsare shown vulnerable to adversarial attacks which aim to apply stealthysemantic transformations such as rotation and tapering to mislead modelpredictions. In this paper, we propose a transformation-specific smoothingframework TPC, which provides tight and scalable robustness guarantees forpoint cloud models against semantic transformation attacks. We first categorizecommon 3D transformations into three categories: additive (e.g., shearing),composable (e.g., rotation), and indirectly composable (e.g., tapering), and wepresent generic robustness certification strategies for all categoriesrespectively. We then specify unique certification protocols for a range ofspecific semantic transformations and their compositions. Extensive experimentson several common 3D transformations show that TPC significantly outperformsthe state of the art. For example, our framework boosts the certified accuracyagainst twisting transformation along z-axis (within 20$^\\circ$) from 20.3$\\%$to 83.8$\\%$. Codes and models are available athttps://github.com/chuwd19/Point-Cloud-Smoothing."$点云模型，神经网络结构，在自动驾驶车辆等安全关键应用中获得了巨大成功。然而，这类模型容易受到对抗性攻击的影响，这些攻击旨在对点云模型进行秘密的语义转换，如旋转和锥形。因此，文章提出了一种特定转换的平滑框架TPC，为点云模型提供紧密且可扩展的鲁棒性保证。文章首先将常用的3D转换分为三类，并针对不同类别提供了普适的鲁棒性认证策略。随后，针对各种语义转换和它们的组合提出了独特的鲁棒性认证协议。最后，在常见的3D转换上进行的广泛实验表明，TPC明显优于现有技术。$Institute for Interdisciplinary Information Sciences, Tsinghua University, Beijing, P. R. China & University of Illinois Urbana-Champaign (UIUC), Illinois, USA$$$http://arxiv.org/pdf/2201.12733v5
Blind Image Deconvolution Using Variational Deep Image Prior$  Conventional deconvolution methods utilize hand-crafted image priors toconstrain the optimization. While deep-learning-based methods have simplifiedthe optimization by end-to-end training, they fail to generalize well to blursunseen in the training dataset. Thus, training image-specific models isimportant for higher generalization. Deep image prior (DIP) provides anapproach to optimize the weights of a randomly initialized network with asingle degraded image by maximum a posteriori (MAP), which shows that thearchitecture of a network can serve as the hand-crafted image prior. Differentfrom the conventional hand-crafted image priors that are statisticallyobtained, it is hard to find a proper network architecture because therelationship between images and their corresponding network architectures isunclear. As a result, the network architecture cannot provide enough constraintfor the latent sharp image. This paper proposes a new variational deep imageprior (VDIP) for blind image deconvolution, which exploits additivehand-crafted image priors on latent sharp images and approximates adistribution for each pixel to avoid suboptimal solutions. Our mathematicalanalysis shows that the proposed method can better constrain the optimization.The experimental results further demonstrate that the generated images havebetter quality than that of the original DIP on benchmark datasets. The sourcecode of our VDIP is available athttps://github.com/Dong-Huo/VDIP-Deconvolution.$$$$$http://arxiv.org/pdf/2202.00179v2
Blind2Unblind: Self-Supervised Image Denoising with Visible Blind Spots$  Real noisy-clean pairs on a large scale are costly and difficult to obtain.Meanwhile, supervised denoisers trained on synthetic data perform poorly inpractice. Self-supervised denoisers, which learn only from single noisy images,solve the data collection problem. However, self-supervised denoising methods,especially blindspot-driven ones, suffer sizable information loss during inputor network design. The absence of valuable information dramatically reduces theupper bound of denoising performance. In this paper, we propose a simple yetefficient approach called Blind2Unblind to overcome the information loss inblindspot-driven denoising methods. First, we introduce a global-aware maskmapper that enables global perception and accelerates training. The mask mappersamples all pixels at blind spots on denoised volumes and maps them to the samechannel, allowing the loss function to optimize all blind spots at once.Second, we propose a re-visible loss to train the denoising network and makeblind spots visible. The denoiser can learn directly from raw noise imageswithout losing information or being trapped in identity mapping. We alsotheoretically analyze the convergence of the re-visible loss. Extensiveexperiments on synthetic and real-world datasets demonstrate the superiorperformance of our approach compared to previous work. Code is available athttps://github.com/demonsjin/Blind2Unblind.$$$$$http://arxiv.org/pdf/2203.06967v3
Provable Defense Against Geometric Transformations$"  Geometric image transformations that arise in the real world, such as scalingand rotation, have been shown to easily deceive deep neural networks (DNNs).Hence, training DNNs to be certifiably robust to these perturbations iscritical. However, no prior work has been able to incorporate the objective ofdeterministic certified robustness against geometric transformations into thetraining procedure, as existing verifiers are exceedingly slow. To addressthese challenges, we propose the first provable defense for deterministiccertified geometric robustness. Our framework leverages a novel GPU-optimizedverifier that can certify images between 60$\\times$ to 42,600$\\times$ fasterthan existing geometric robustness verifiers, and thus unlike existing works,is fast enough for use in training. Across multiple datasets, our results showthat networks trained via our framework consistently achieve state-of-the-artdeterministic certified geometric robustness and clean accuracy. Furthermore,for the first time, we verify the geometric robustness of a neural network forthe challenging, real-world setting of autonomous driving."$$$$$http://arxiv.org/pdf/2207.11177v3
A knee cannot have lung disease: out-of-distribution detection with  in-distribution voting using the medical example of chest X-ray  classification$  To investigate the impact of OOD radiographs on existing chest X-rayclassification models and to increase their robustness against OOD data. Thestudy employed the commonly used chest X-ray classification model, CheXnet,trained on the chest X-ray 14 data set, and tested its robustness against OODdata using three public radiography data sets: IRMA, Bone Age, and MURA, andthe ImageNet data set. To detect OOD data for multi-label classification, weproposed in-distribution voting (IDV). The OOD detection performance ismeasured across data sets using the area under the receiver operatingcharacteristic curve (AUC) analysis and compared with Mahalanobis-based OODdetection, MaxLogit, MaxEnergy and self-supervised OOD detection (SS OOD).Without additional OOD detection, the chest X-ray classifier failed to discardany OOD images, with an AUC of 0.5. The proposed IDV approach trained on ID(chest X-ray 14) and OOD data (IRMA and ImageNet) achieved, on average, 0.999OOD AUC across the three data sets, surpassing all other OOD detection methods.Mahalanobis-based OOD detection achieved an average OOD detection AUC of 0.982.IDV trained solely with a few thousand ImageNet images had an AUC 0.913, whichwas higher than MaxLogit (0.726), MaxEnergy (0.724), and SS OOD (0.476). Theperformance of all tested OOD detection methods did not translate well toradiography data sets, except Mahalanobis-based OOD detection and the proposedIDV method. Training solely on ID data led to incorrect classification of OODimages as ID, resulting in increased false positive rates. IDV substantiallyimproved the model\'s ID classification performance, even when trained with datathat will not occur in the intended use case or test set, without additionalinference overhead.$$$$$http://arxiv.org/pdf/2208.01077v2
Persuasion Strategies in Advertisements$  Modeling what makes an advertisement persuasive, i.e., eliciting the desiredresponse from consumer, is critical to the study of propaganda, socialpsychology, and marketing. Despite its importance, computational modeling ofpersuasion in computer vision is still in its infancy, primarily due to thelack of benchmark datasets that can provide persuasion-strategy labelsassociated with ads. Motivated by persuasion literature in social psychologyand marketing, we introduce an extensive vocabulary of persuasion strategiesand build the first ad image corpus annotated with persuasion strategies. Wethen formulate the task of persuasion strategy prediction with multi-modallearning, where we design a multi-task attention fusion model that can leverageother ad-understanding tasks to predict persuasion strategies. Further, weconduct a real-world case study on 1600 advertising campaigns of 30 Fortune-500companies where we use our model\'s predictions to analyze which strategies workwith different demographics (age and gender). The dataset also provides imagesegmentation masks, which labels persuasion strategies in the corresponding adimages on the test split. We publicly release our code and datasethttps://midas-research.github.io/persuasion-advertisements/.$Advertisement, Persuasion, Social Psychology, Marketing, Computer Vision  $1IIIT-Delhi, 2Adobe Media and Data Science Research (MDSR), 3University at Buffalo$本文主要介绍了如何计算广告中的说服策略，从而诱导消费者做出所期待的反应。文章提出了一个广告图像语料库，用来注释说服策略，同时提出了使用多模态学习的多任务注意力融合模型来预测说服策略。此外，数据集还提供了图像分割掩码，用于在测试集中标记相应广告图像中的说服策略。$广告、推销、社会心理学、市场营销、计算机视觉$http://arxiv.org/pdf/2208.09626v2
DPM-Solver++: Fast Solver for Guided Sampling of Diffusion Probabilistic  Models$  Diffusion probabilistic models (DPMs) have achieved impressive success inhigh-resolution image synthesis, especially in recent large-scale text-to-imagegeneration applications. An essential technique for improving the samplequality of DPMs is guided sampling, which usually needs a large guidance scaleto obtain the best sample quality. The commonly-used fast sampler for guidedsampling is DDIM, a first-order diffusion ODE solver that generally needs 100to 250 steps for high-quality samples. Although recent works propose dedicatedhigh-order solvers and achieve a further speedup for sampling without guidance,their effectiveness for guided sampling has not been well-tested before. Inthis work, we demonstrate that previous high-order fast samplers suffer frominstability issues, and they even become slower than DDIM when the guidancescale grows large. To further speed up guided sampling, we proposeDPM-Solver++, a high-order solver for the guided sampling of DPMs. DPM-Solver++solves the diffusion ODE with the data prediction model and adopts thresholdingmethods to keep the solution matches training data distribution. We furtherpropose a multistep variant of DPM-Solver++ to address the instability issue byreducing the effective step size. Experiments show that DPM-Solver++ cangenerate high-quality samples within only 15 to 20 steps for guided sampling bypixel-space and latent-space DPMs.$$$$$http://arxiv.org/pdf/2211.01095v2
YoloCurvSeg: You Only Label One Noisy Skeleton for Vessel-style  Curvilinear Structure Segmentation$  Weakly-supervised learning (WSL) has been proposed to alleviate the conflictbetween data annotation cost and model performance through employingsparsely-grained (i.e., point-, box-, scribble-wise) supervision and has shownpromising performance, particularly in the image segmentation field. However,it is still a very challenging task due to the limited supervision, especiallywhen only a small number of labeled samples are available. Additionally, almostall existing WSL segmentation methods are designed for star-convex structureswhich are very different from curvilinear structures such as vessels andnerves. In this paper, we propose a novel sparsely annotated segmentationframework for curvilinear structures, named YoloCurvSeg. A very essentialcomponent of YoloCurvSeg is image synthesis. Specifically, a backgroundgenerator delivers image backgrounds that closely match the real distributionsthrough inpainting dilated skeletons. The extracted backgrounds are thencombined with randomly emulated curves generated by a Space ColonizationAlgorithm-based foreground generator and through a multilayer patch-wisecontrastive learning synthesizer. In this way, a synthetic dataset with bothimages and curve segmentation labels is obtained, at the cost of only one or afew noisy skeleton annotations. Finally, a segmenter is trained with thegenerated dataset and possibly an unlabeled dataset. The proposed YoloCurvSegis evaluated on four publicly available datasets (OCTA500, CORN, DRIVE andCHASEDB1) and the results show that YoloCurvSeg outperforms state-of-the-artWSL segmentation methods by large margins. With only one noisy skeletonannotation (respectively 0.14%, 0.03%, 1.40%, and 0.65% of the fullannotation), YoloCurvSeg achieves more than 97% of the fully-supervisedperformance on each dataset. Code and datasets will be released athttps://github.com/llmir/YoloCurvSeg.$$$$$http://arxiv.org/pdf/2212.05566v4
BKinD-3D: Self-Supervised 3D Keypoint Discovery from Multi-View Videos$  Quantifying motion in 3D is important for studying the behavior of humans andother animals, but manual pose annotations are expensive and time-consuming toobtain. Self-supervised keypoint discovery is a promising strategy forestimating 3D poses without annotations. However, current keypoint discoveryapproaches commonly process single 2D views and do not operate in the 3D space.We propose a new method to perform self-supervised keypoint discovery in 3Dfrom multi-view videos of behaving agents, without any keypoint or bounding boxsupervision in 2D or 3D. Our method, BKinD-3D, uses an encoder-decoderarchitecture with a 3D volumetric heatmap, trained to reconstructspatiotemporal differences across multiple views, in addition to joint lengthconstraints on a learned 3D skeleton of the subject. In this way, we discoverkeypoints without requiring manual supervision in videos of humans and rats,demonstrating the potential of 3D keypoint discovery for studying behavior.$$$$$http://arxiv.org/pdf/2212.07401v2
From Images to Textual Prompts: Zero-shot VQA with Frozen Large Language  Models$  Large language models (LLMs) have demonstrated excellent zero-shotgeneralization to new language tasks. However, effective utilization of LLMsfor zero-shot visual question-answering (VQA) remains challenging, primarilydue to the modality disconnection and task disconnection between LLM and VQAtask. End-to-end training on vision and language data may bridge thedisconnections, but is inflexible and computationally expensive. To addressthis issue, we propose \\emph{Img2Prompt}, a plug-and-play module that providesthe prompts that can bridge the aforementioned modality and taskdisconnections, so that LLMs can perform zero-shot VQA tasks without end-to-endtraining. In order to provide such prompts, we further employ LLM-agnosticmodels to provide prompts that can describe image content and self-constructedquestion-answer pairs, which can effectively guide LLM to perform zero-shot VQAtasks. Img2Prompt offers the following benefits: 1) It can flexibly work withvarious LLMs to perform VQA. 2)~Without the needing of end-to-end training, itsignificantly reduces the cost of deploying LLM for zero-shot VQA tasks. 3) Itachieves comparable or better performance than methods relying on end-to-endtraining. For example, we outperform Flamingo \\cite{Deepmind:Flamingo2022} by5.6\\% on VQAv2. On the challenging A-OKVQA dataset, our method even outperformsfew-shot methods by as much as 20\\%.$$$$$http://arxiv.org/pdf/2212.10846v3
Dual PatchNorm$  We propose Dual PatchNorm: two Layer Normalization layers (LayerNorms),before and after the patch embedding layer in Vision Transformers. Wedemonstrate that Dual PatchNorm outperforms the result of exhaustive search foralternative LayerNorm placement strategies in the Transformer block itself. Inour experiments, incorporating this trivial modification, often leads toimproved accuracy over well-tuned Vision Transformers and never hurts.$$$$$http://arxiv.org/pdf/2302.01327v3
2D-Empowered Point Cloud Analytics on the Edge$  3D object detection plays a pivotal role in many applications, most notablyautonomous driving and robotics. These applications are commonly deployed onedge devices to promptly interact with the environment, and often require nearreal-time response. With limited computation power, it is challenging toexecute 3D detection on the edge using highly complex neural networks. Commonapproaches such as offloading to the cloud induce significant latency overheadsdue to the large amount of point cloud data during transmission. To resolve thetension between wimpy edge devices and compute-intensive inference workloads,we explore the possibility of empowering fast 2D detection to extrapolate 3Dbounding boxes. To this end, we present Moby, a novel system that demonstratesthe feasibility and potential of our approach. We design a transformationpipeline for Moby that generates 3D bounding boxes efficiently and accuratelybased on 2D detection results without running 3D detectors. Further, we devisea frame offloading scheduler that decides when to launch the 3D detectorjudiciously in the cloud to avoid the errors from accumulating. Extensiveevaluations on NVIDIA Jetson TX2 with real-world autonomous driving datasetsdemonstrate that Moby offers up to 91.9% latency improvement with modestaccuracy loss over state of the art.$YU MAO, City University of Hong Kong, China$YIK HONG CAI, The Chinese University of Hong Kong, China$CHUN JASON XUE, City University of Hong Kong, China$LIBIN LIU, Zhongguancun Laboratory, China$http://arxiv.org/pdf/2302.09221v2
Mover: Mask and Recovery based Facial Part Consistency Aware Method for  Deepfake Video Detection$  Deepfake techniques have been widely used for malicious purposes, promptingextensive research interest in developing Deepfake detection methods. Deepfakemanipulations typically involve tampering with facial parts, which can resultin inconsistencies across different parts of the face. For instance, Deepfaketechniques may change smiling lips to an upset lip, while the eyes remainsmiling. Existing detection methods depend on specific indicators of forgery,which tend to disappear as the forgery patterns are improved. To address thelimitation, we propose Mover, a new Deepfake detection model that exploitsunspecific facial part inconsistencies, which are inevitable weaknesses ofDeepfake videos. Mover randomly masks regions of interest (ROIs) and recoversfaces to learn unspecific features, which makes it difficult for fake faces tobe recovered, while real faces can be easily recovered. Specifically, given areal face image, we first pretrain a masked autoencoder to learn facial partconsistency by dividing faces into three parts and randomly masking ROIs, whichare then recovered based on the unmasked facial parts. Furthermore, to maximizethe discrepancy between real and fake videos, we propose a novel model withdual networks that utilize the pretrained encoder and masked autoencoder,respectively. 1) The pretrained encoder is finetuned for capturing the encodingof inconsistent information in the given video. 2) The pretrained maskedautoencoder is utilized for mapping faces and distinguishing real and fakevideos. Our extensive experiments on standard benchmarks demonstrate that Moveris highly effective.$$$$$http://arxiv.org/pdf/2303.01740v2
Refined Vision-Language Modeling for Fine-grained Multi-modal  Pre-training$  Fine-grained supervision based on object annotations has been widely used forvision and language pre-training (VLP). However, in real-world applicationscenarios, aligned multi-modal data is usually in the image-caption format,which only provides coarse-grained supervision. It is not only cost-expensivebut also compute-expensive to collect object annotations and build objectannotation pre-extractor for different scenarios. In this paper, we propose afine-grained VLP scheme without object annotations from the linguisticperspective. First, we propose a homonym sentence rewriting (HSR) algorithm toprovide token-level supervision. The algorithm replaces averb/noun/adjective/quantifier word of the caption with its homonyms fromWordNet. Correspondingly, we propose refined vision-language modeling (RVLM)framework to exploit the token-level supervision. Three refined tasks, i.e.,refined image-text contrastive (RITC), refined image-text matching (RITM), andreplace language modeling (RLM) are proposed to learn the fine-grainedalignment. Extensive experiments on several downstream tasks demonstrate thesuperior performance of the proposed method.$$$$$http://arxiv.org/pdf/2303.05313v2
SVD-DIP: Overcoming the Overfitting Problem in DIP-based CT  Reconstruction$"  The deep image prior (DIP) is a well-established unsupervised deep learningmethod for image reconstruction; yet it is far from being flawless. The DIPoverfits to noise if not early stopped, or optimized via a regularizedobjective. We build on the regularized fine-tuning of a pretrained DIP, byadopting a novel strategy that restricts the learning to the adaptation ofsingular values. The proposed SVD-DIP uses ad hoc convolutional layers whosepretrained parameters are decomposed via the singular value decomposition.Optimizing the DIP then solely consists in the fine-tuning of the singularvalues, while keeping the left and right singular vectors fixed. We thoroughlyvalidate the proposed method on real-measured $\\mu$CT data of a lotus root aswell as two medical datasets (LoDoPaB and Mayo). We report significantlyimproved stability of the DIP optimization, by overcoming the overfitting tonoise."$Unknown$Unknown$Unknown$Unknown$http://arxiv.org/pdf/2303.15748v2
Domain Generalization for Mammographic Image Analysis via Contrastive  Learning$  Mammographic image analysis is a fundamental problem in the computer-aideddiagnosis scheme, which has recently made remarkable progress with the advanceof deep learning. However, the construction of a deep learning model requirestraining data that are large and sufficiently diverse in terms of image styleand quality. In particular, the diversity of image style may be majorlyattributed to the vendor factor. However, mammogram collection from vendors asmany as possible is very expensive and sometimes impractical forlaboratory-scale studies. Accordingly, to further augment the generalizationcapability of deep learning models to various vendors with limited resources, anew contrastive learning scheme is developed. Specifically, the backbonenetwork is firstly trained with a multi-style and multi-view unsupervisedself-learning scheme for the embedding of invariant features to various vendorstyles. Afterward, the backbone network is then recalibrated to the downstreamtasks of mass detection, multi-view mass matching, BI-RADS classification andbreast density classification with specific supervised learning. The proposedmethod is evaluated with mammograms from four vendors and two unseen publicdatasets. The experimental results suggest that our approach can effectivelyimprove analysis performance on both seen and unseen domains, and outperformsmany state-of-the-art (SOTA) generalization methods.$$$$$http://arxiv.org/pdf/2304.10226v2
Exploiting the Distortion-Semantic Interaction in Fisheye Data$  In this work, we present a methodology to shape a fisheye-specificrepresentation space that reflects the interaction between distortion andsemantic context present in this data modality. Fisheye data has the widerfield of view advantage over other types of cameras, but this comes at theexpense of high radial distortion. As a result, objects further from the centerexhibit deformations that make it difficult for a model to identify theirsemantic context. While previous work has attempted architectural and trainingaugmentation changes to alleviate this effect, no work has attempted to guidethe model towards learning a representation space that reflects thisinteraction between distortion and semantic context inherent to fisheye data.We introduce an approach to exploit this relationship by first extractingdistortion class labels based on an object\'s distance from the center of theimage. We then shape a backbone\'s representation space with a weightedcontrastive loss that constrains objects of the same semantic class anddistortion class to be close to each other within a lower dimensional embeddingspace. This backbone trained with both semantic and distortion information isthen fine-tuned within an object detection setting to empirically evaluate thequality of the learnt representation. We show this method leads to performanceimprovements by as much as 1.1% mean average precision over standard objectdetection strategies and .6% improvement over other state of the artrepresentation learning approaches.$Distortion, Semantic Interaction, Fisheye Data$Georgia Institute of Technology, USA$本文研究了扭曲数据的语义交互作用并提出了一种新的修复和分析方法。$扭曲数据的修复和分析$http://arxiv.org/pdf/2305.00079v2
Attack-SAM: Towards Attacking Segment Anything Model With Adversarial  Examples$  Segment Anything Model (SAM) has attracted significant attention recently,due to its impressive performance on various downstream tasks in a zero-shortmanner. Computer vision (CV) area might follow the natural language processing(NLP) area to embark on a path from task-specific vision models towardfoundation models. However, deep vision models are widely recognized asvulnerable to adversarial examples, which fool the model to make wrongpredictions with imperceptible perturbation. Such vulnerability to adversarialattacks causes serious concerns when applying deep models to security-sensitiveapplications. Therefore, it is critical to know whether the vision foundationmodel SAM can also be fooled by adversarial attacks. To the best of ourknowledge, our work is the first of its kind to conduct a comprehensiveinvestigation on how to attack SAM with adversarial examples. With the basicattack goal set to mask removal, we investigate the adversarial robustness ofSAM in the full white-box setting and transfer-based black-box settings. Beyondthe basic goal of mask removal, we further investigate and find that it ispossible to generate any desired mask by the adversarial attack.$$$$$http://arxiv.org/pdf/2305.00866v2
Hamming Similarity and Graph Laplacians for Class Partitioning and  Adversarial Image Detection$  Researchers typically investigate neural network representations by examiningactivation outputs for one or more layers of a network. Here, we investigatethe potential for ReLU activation patterns (encoded as bit vectors) to aid inunderstanding and interpreting the behavior of neural networks. We utilizeRepresentational Dissimilarity Matrices (RDMs) to investigate the coherence ofdata within the embedding spaces of a deep neural network. From each layer of anetwork, we extract and utilize bit vectors to construct similarity scoresbetween images. From these similarity scores, we build a similarity matrix fora collection of images drawn from 2 classes. We then apply Fiedler partitioningto the associated Laplacian matrix to separate the classes. Our resultsindicate, through bit vector representations, that the network continues torefine class detectability with the last ReLU layer achieving better than 95\\%separation accuracy. Additionally, we demonstrate that bit vectors aid inadversarial image detection, again achieving over 95\\% accuracy in separatingadversarial and non-adversarial images using a simple classifier.$neural networks, pattern analysis, similarity, graph Laplacian, adversarial attacks$1Computer Science Department, Colorado State University, Fort Collins, CO, USA；2Mathematics Department, Colorado State University, Fort Collins, CO, USA$文章通过研究ReLU激活模式编码的比特向量在理解神经网络行为方面的潜力，使用表示不相似矩阵和Fiedler分区技术来分析深度神经网络中存在的较低维嵌入空间的数据相干性，并探索了使用比特向量来帮助对抗攻击的可行性。$神经网络、模式分析、相似度、图拉普拉斯矩阵、对抗攻击$http://arxiv.org/pdf/2305.01808v2
Using Spatio-Temporal Dual-Stream Network with Self-Supervised Learning  for Lung Tumor Classification on Radial Probe Endobronchial Ultrasound Video$  The purpose of this study is to develop a computer-aided diagnosis system forclassifying benign and malignant lung lesions, and to assist physicians inreal-time analysis of radial probe endobronchial ultrasound (EBUS) videos.During the biopsy process of lung cancer, physicians use real-time ultrasoundimages to find suitable lesion locations for sampling. However, most of theseimages are difficult to classify and contain a lot of noise. Previous studieshave employed 2D convolutional neural networks to effectively differentiatebetween benign and malignant lung lesions, but doctors still need to manuallyselect good-quality images, which can result in additional labor costs. Inaddition, the 2D neural network has no ability to capture the temporalinformation of the ultrasound video, so it is difficult to obtain therelationship between the features of the continuous images. This study designsan automatic diagnosis system based on a 3D neural network, uses the SlowFastarchitecture as the backbone to fuse temporal and spatial features, and usesthe SwAV method of contrastive learning to enhance the noise robustness of themodel. The method we propose includes the following advantages, such as (1)using clinical ultrasound films as model input, thereby reducing the need forhigh-quality image selection by physicians, (2) high-accuracy classification ofbenign and malignant lung lesions can assist doctors in clinical diagnosis andreduce the time and risk of surgery, and (3) the capability to classify welleven in the presence of significant image noise. The AUC, accuracy, precision,recall and specificity of our proposed method on the validation set reached0.87, 83.87%, 86.96%, 90.91% and 66.67%, respectively. The results haveverified the importance of incorporating temporal information and theeffectiveness of using the method of contrastive learning on featureextraction.$$$$$http://arxiv.org/pdf/2305.02719v2
OctFormer: Octree-based Transformers for 3D Point Clouds$  We propose octree-based transformers, named OctFormer, for 3D point cloudlearning. OctFormer can not only serve as a general and effective backbone for3D point cloud segmentation and object detection but also have linearcomplexity and is scalable for large-scale point clouds. The key challenge inapplying transformers to point clouds is reducing the quadratic, thusoverwhelming, computation complexity of attentions. To combat this issue,several works divide point clouds into non-overlapping windows and constrainattentions in each local window. However, the point number in each windowvaries greatly, impeding the efficient execution on GPU. Observing thatattentions are robust to the shapes of local windows, we propose a novel octreeattention, which leverages sorted shuffled keys of octrees to partition pointclouds into local windows containing a fixed number of points while permittingshapes of windows to change freely. And we also introduce dilated octreeattention to expand the receptive field further. Our octree attention can beimplemented in 10 lines of code with open-sourced libraries and runs 17 timesfaster than other point cloud attentions when the point number exceeds 200k.Built upon the octree attention, OctFormer can be easily scaled up and achievesstate-of-the-art performances on a series of 3D segmentation and detectionbenchmarks, surpassing previous sparse-voxel-based CNNs and point cloudtransformers in terms of both efficiency and effectiveness. Notably, on thechallenging ScanNet200 dataset, OctFormer outperforms sparse-voxel-based CNNsby 7.3 in mIoU. Our code and trained models are available athttps://wang-ps.github.io/octformer.$$$$$http://arxiv.org/pdf/2305.03045v2
Clothes Grasping and Unfolding Based on RGB-D Semantic Segmentation$  Clothes grasping and unfolding is a core step in robotic-assisted dressing.Most existing works leverage depth images of clothes to train a deeplearning-based model to recognize suitable grasping points. These methods oftenutilize physics engines to synthesize depth images to reduce the cost of reallabeled data collection. However, the natural domain gap between synthetic andreal images often leads to poor performance of these methods on real data.Furthermore, these approaches often struggle in scenarios where grasping pointsare occluded by the clothing item itself. To address the above challenges, wepropose a novel Bi-directional Fractal Cross Fusion Network (BiFCNet) forsemantic segmentation, enabling recognition of graspable regions in order toprovide more possibilities for grasping. Instead of using depth images only, wealso utilize RGB images with rich color features as input to our network inwhich the Fractal Cross Fusion (FCF) module fuses RGB and depth data byconsidering global complex features based on fractal geometry. To reduce thecost of real data collection, we further propose a data augmentation methodbased on an adversarial strategy, in which the color and geometrictransformations simultaneously process RGB and depth data while maintaining thelabel correspondence. Finally, we present a pipeline for clothes grasping andunfolding from the perspective of semantic segmentation, through the additionof a strategy for grasp point selection from segmentation regions based onclothing flatness measures, while taking into account the grasping direction.We evaluate our BiFCNet on the public dataset NYUDv2 and obtained comparableperformance to current state-of-the-art models. We also deploy our model on aBaxter robot, running extensive grasping and unfolding experiments as part ofour ablation studies, achieving an 84% success rate.$$$$$http://arxiv.org/pdf/2305.03259v2
